Mountpoint,City,Antenna_Name,Antenna_Status,Receiver_Name,Receiver_Status,Firmware,Firmware_Status,Coordinate_X,Coordinate_Y,Coordinate_Z,Delta,Epoch,Lat,Lon,Availability,Observation_Ratio,Non_Cycle_Slips,Multipath_MP1,Multipath_MP2,Multipath_MP5,Signals_GPS,Signals_GLO,Signals_GAL,Signals_BDS,Time
FRNU,Nuisement,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4199625.7565,75063.4980,4784003.3595,0.2427,ITRF-20 2025-12-28,48.9079785360,1.0239873661,100.08,0,99.8,37.7,40.5,39.9,1C 2W 5X,1C 2C 2P,1X 5X 7X 8X,2I 7I,2025-12-28
FRPL,Plouhinec,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4260631.3944,-335208.3274,4718810.9382,0.3663,ITRF-20 2025-12-28,48.0244764814,-4.4985213556,99.83,0,91.67,15.7,23.9,26.1,1C 2W 5X,1C 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-28
FRSL,Sabl,CHCC220GR CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4289386.0457,-21927.1315,4704652.1034,0.3145,ITRF-20 2025-12-28,47.8347098434,-0.2928906757,100.08,0,96.15,15.5,25.5,24.9,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-28
FRSN,Saint_Nabord,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4241856.6155,490713.4196,4722506.4592,0.2818,ITRF-20 2025-12-28,48.0711149968,6.5988519083,100.08,0,94.44,15.6,25.8,30.2,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-28
FRSU,Sautron,CHCC220GR2 CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4334878.1804,-125441.0449,4661408.1440,0.1775,ITRF-20 2025-12-28,47.2586144905,-1.6575407660,100.08,0,99.72,26.9,25.7,27.3,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-28
FRSV,Saviere,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4231759.3871,292636.2502,4747327.9178,0.3473,ITRF-20 2025-12-28,48.4094866596,3.9558420847,100.08,0,98.31,13.5,23.7,27.2,1C 1X 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-28
FRUN,Ugine,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4430795.5109,498164.8245,4546130.4219,0.3569,ITRF-20 2025-12-28,45.7485631253,6.4149600217,100.08,0,95.24,15.3,26.3,28.8,1C 2W 5X,1C 1P 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-28
FRVL,Villevaude,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4195287.7250,193706.7510,4784360.7002,0.1715,ITRF-20 2025-12-28,48.9137448003,2.6436094710,100.08,0,75.0,16.1,29.8,20.1,1C 1X 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-28
2ANG,2ANG_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,3933117.2548,-346814.4916,4992457.7791,0.0,ITRF-20 2025-12-28,51.8477298276,-5.0391948392,99.87,0,99.15,28.9,35.0,28.4,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-29
2ANN,2ANN_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,4895457.5694,720813.2119,4011029.7268,0.0,ITRF-20 2025-12-28,39.2165164906,8.3761159493,97.79,0,97.3,18.5,18.6,13.8,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-29
2AUC,2AUC_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,3659931.1921,-248164.5035,5200295.7874,0.0,ITRF-20 2025-12-28,54.9815813042,-3.8790477216,99.67,0,99.87,31.3,32.3,30.1,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-29
2BAL,2BAL_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,3653804.1685,-384282.3345,5196557.0011,0.0,ITRF-20 2025-12-28,54.9209545410,-6.0039090919,99.5,0,99.66,22.2,23.5,20.2,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-29
2BAS,2BAS_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,4651582.5043,748834.0589,4285205.7590,0.0,ITRF-20 2025-12-28,42.4789413770,9.1452846738,99.04,0,95.0,22.8,24.3,19.3,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-29
2BIL,2BIL_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4655704.8197,-208434.5097,4340364.7778,0.0,ITRF-20 2025-12-28,43.1557915313,-2.5634031662,99.83,0,98.94,33.9,37.1,27.1,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-29
2CAS,2CAS_MSM7,TWIVC6050 SCIS,True,NOV OEM7700-1.02,True,OM7CR0800RN0000,True,3776797.0409,-511531.8165,5097193.4865,0.0,ITRF-20 2025-12-28,53.3981372132,-7.7132413730,100.08,0,98.99,38.4,34.0,27.6,1C 2S 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 6I 7I,2025-12-29
2CHR,2CHR_MSM7,TWIVC6050 SCIS,False,SEPT ASTERX SB,True,4.8.4,True,3886164.6007,14577.7515,5040600.1940,0.0,ITRF-20 2025-12-28,52.5544993079,0.2149264976,100.08,0,99.17,30.4,33.3,26.8,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-29
2CIU,2CIU_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4947807.3332,-351085.1732,3997171.7500,0.0,ITRF-20 2025-12-28,39.0514363341,-4.0587755533,97.5,0,99.17,32.4,38.5,31.1,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-29
2CLI,2CLI_MSM7,TWIVC6050 SCIS,False,SEPT ASTERX SB,True,4.8.4,True,3786392.7918,-196876.2251,5111733.3589,0.0,ITRF-20 2025-12-28,53.6186573411,-2.9764549876,99.25,0,99.61,38.0,38.8,30.3,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-29
2CUM,2CUM_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4995889.5887,-572270.7023,3911776.6396,0.0,ITRF-20 2025-12-28,38.0664159409,-6.5346528735,96.75,0,99.0,32.0,35.4,27.9,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-29
2DUN,2DUN_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,3503797.4291,-159473.9626,5309440.6859,0.0,ITRF-20 2025-12-28,56.7279428822,-2.6059963710,99.38,0,99.86,35.9,39.8,32.2,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-29
2FIG,2FIG_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,4719344.3867,769669.2318,4206849.1995,0.0,ITRF-20 2025-12-28,41.5316756623,9.2627157632,99.25,0,98.75,21.9,23.9,19.2,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-29
2GAW,2GAW_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,3738848.4143,-643731.4808,5110070.3452,0.0,ITRF-20 2025-12-28,53.5927753591,-9.7690490048,100.08,0,98.88,25.8,28.7,23.2,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-29
2IMP,2IMP_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4560082.9972,642320.3924,4398216.6544,0.0,ITRF-20 2025-12-28,43.8759131708,8.0177729173,100.08,0,91.67,31.5,33.2,26.0,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-29
2INV,2INV_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,3404389.5484,-237950.0931,5370342.2791,0.0,ITRF-20 2025-12-28,57.7391965387,-3.9981909573,99.79,0,99.75,35.5,37.8,31.7,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-29
2KIR,2KIR_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,3326874.7844,-193417.2048,5420188.8021,0.0,ITRF-20 2025-12-28,58.5870136176,-3.3273055901,99.25,0,98.84,23.2,24.3,18.5,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-29
2LIA,2LIA_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4060370.4259,-351271.2402,4889949.7318,0.0,ITRF-20 2025-12-28,50.3795823210,-4.9444683138,99.79,0,96.55,34.3,38.9,30.2,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-29
2NER,2NER_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,3880525.7474,-460461.2156,5024115.0345,0.0,ITRF-20 2025-12-28,52.3106212088,-6.7670463271,100.08,0,99.64,23.8,24.9,22.3,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-29
2OBA,2OBA_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,3529045.2588,-344290.1237,5284035.9332,0.0,ITRF-20 2025-12-28,56.3146424834,-5.5720856381,99.92,0,99.7,32.7,39.6,34.7,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-29
2PIM,2PIM_MSM7,TRM77971.00 NONE,True,SEPT ASTERX SB,True,4.8.4,True,3797143.9540,-21341.8685,5107616.9749,0.0,ITRF-20 2025-12-28,53.5555158328,-0.3220278608,99.21,0,99.09,44.7,41.9,37.4,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-29
2SAL,2SAL_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4808153.4772,-475682.3134,4151135.4150,0.0,ITRF-20 2025-12-28,40.8581163845,-5.6500251864,97.17,0,99.8,25.2,31.2,27.5,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-29
2TER,2TER_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4853749.4100,-82259.3888,4124997.8452,0.0,ITRF-20 2025-12-28,40.5457212001,-0.9709328314,99.83,0,98.15,27.4,32.5,26.3,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-29
2UBE,2UBE_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,5022624.0433,-295174.2995,3908270.0232,0.0,ITRF-20 2025-12-28,38.0263786502,-3.3633437979,96.67,0,97.73,34.1,34.9,26.8,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-29
2VIE,2VIE_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,4567491.5216,1324159.5656,4236175.9856,0.0,ITRF-20 2025-12-28,41.8853318693,16.1673802994,98.62,0,99.4,30.5,30.2,25.3,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-29
2WOR,2WOR_MSM7,TWIVC6050 SCIS,False,SEPT ASTERX SB,True,4.8.4,True,3910775.5035,-132770.8442,5020085.7212,0.0,ITRF-20 2025-12-28,52.2509390421,-1.9444451155,100.08,0,98.31,36.3,42.5,36.7,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-29
FRAG,Angresse,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4620598.3650,-108108.2280,4380707.2440,0.0,ITRF-20 2025-12-28,43.6577403308,-1.3403059105,100.08,0,93.75,16.3,21.5,15.9,1C 1X 2W 2X 5X,1C 2C,1X 5X 7X 8X,2I 6I 7I,2025-12-29
FRAV,Aveze,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4588237.3222,288420.4652,4406637.0026,0.0,ITRF-20 2025-12-28,43.9792228841,3.5969282341,100.08,0,85.71,15.8,21.8,27.2,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-29
FRBA,Barcelonette,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4536387.8482,526117.0529,4439285.7946,0.0,ITRF-20 2025-12-28,44.3811841127,6.6154425555,100.08,0,83.33,14.6,23.5,26.2,1C 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-29
FRBR,Bruges,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4525983.8183,-47588.3766,4478776.0275,0.0,ITRF-20 2025-12-28,44.8904615573,-0.6024132636,100.08,0,90.91,17.0,28.9,18.5,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-29
FRCP,Case_De_Pene,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4683425.0776,228239.5508,4309360.2530,0.0,ITRF-20 2025-12-28,42.7760224714,2.7900147775,100.08,0,97.68,14.9,27.4,30.1,1C 2W 5X,1C 1P 2C 2P,1X 5X 7X 8X,2I 7I,2025-12-29
FRCT,Castellane,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4578073.8369,524397.5217,4396223.6162,0.0,ITRF-20 2025-12-28,43.8448274075,6.5344911416,100.08,0,94.12,16.6,20.8,25.5,1C 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-29
FRCA,Castres,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4626088.7042,183809.9046,4372697.7302,0.0,ITRF-20 2025-12-28,43.5566510015,2.2753551596,100.08,0,92.86,15.2,24.3,26.5,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-29
FRCD,Chateau_D_Olonne,CHCC220GR2 CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4397731.5661,-131352.3125,4602353.4402,0.25,ITRF-20 2025-12-28,46.4818635480,-1.7108129707,100.04,0,99.94,27.0,21.6,20.4,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-29
FRDM,Dhuis_Et_Morin_En_Brie,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4194586.1013,255568.9170,4782244.1590,0.0,ITRF-20 2025-12-28,48.8835670261,3.4866231555,100.08,0,95.0,13.4,21.4,25.4,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-29
FRDO,Dontcourt_Aux_Templiers,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4166866.9402,417067.4905,4795041.3899,0.0,ITRF-20 2025-12-28,49.0586604577,5.7157773311,100.08,0,94.12,13.7,22.7,26.2,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-29
FRDZ,Donzere,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4545867.0512,374548.8822,4443424.9887,0.0,ITRF-20 2025-12-28,44.4425726826,4.7101477269,100.08,0,91.67,13.4,20.6,24.1,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-29
FRDR,Drucat,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4092884.7938,132257.0979,4873684.7563,0.0,ITRF-20 2025-12-28,50.1514121096,1.8508064646,100.08,0,99.78,27.3,25.6,24.7,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-29
FREB,Ebersheim,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4214243.6438,554654.4844,4739684.3511,0.0,ITRF-20 2025-12-28,48.3052003272,7.4978454649,100.08,0,99.85,26.6,27.0,25.9,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-29
FRGU,Guidel,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4282860.3496,-260813.9975,4703393.8227,0.0,ITRF-20 2025-12-28,47.8180983797,-3.4848462423,99.79,0,99.7,27.1,26.3,0.0,1C 2W,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-29
FRBO,La_Bourdiniere,CHCC220GR2 CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4247474.4443,106233.7274,4741253.7696,0.0,ITRF-20 2025-12-28,48.3265701722,1.4327279809,100.08,0,99.85,26.5,22.7,21.9,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-29
FRPE,Le_Puy_En_Velay,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4506435.8886,307465.1599,4489254.4309,0.0,ITRF-20 2025-12-28,45.0164412011,3.9031281738,100.08,0,98.53,14.2,22.7,26.4,1C 2W 5X,1C 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-29
FRMY,Maye,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4249467.0264,-47432.6824,4740390.9820,0.0,ITRF-20 2025-12-28,48.3151711849,-0.6395106998,100.08,0,99.78,30.2,25.4,26.9,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-29
FRMZ,Mazan,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4573244.6825,410604.8845,4412364.6268,0.0,ITRF-20 2025-12-28,44.0516422000,5.1304963779,100.08,0,91.67,14.7,23.0,29.0,1C 2W 5X,1C 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-29
FRME,Melle,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4420856.2978,-10005.1554,4582281.3463,0.0,ITRF-20 2025-12-28,45.2457381626,-0.1253491296,100.08,0,92.31,14.4,21.1,22.7,1C 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-29
FRMS,Mours_Saint_Eusebe,CHCC220GR2 CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4495387.8752,398168.6755,4492265.5193,0.0,ITRF-20 2025-12-28,45.0605783453,5.0616335240,100.08,0,99.88,25.1,20.1,20.6,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-29
FRNE,Neuville,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4253536.1448,56067.9055,4736749.3073,0.0,ITRF-20 2025-12-28,48.2653603426,0.7551994937,100.08,0,99.82,28.3,26.9,26.1,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-29
FRNU,Nuisement,CHCC220GR CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4199625.7565,75063.4980,4784003.3595,0.0,ITRF-20 2025-12-28,48.9079785360,1.0239873661,100.08,0,99.76,36.9,39.5,39.4,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-29
FRPL,Plouhinec,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4260631.3944,-335208.3274,4718810.9382,0.0,ITRF-20 2025-12-28,48.0244764814,-4.4985213556,60.12,0,85.71,15.8,23.0,26.6,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-29
FRSL,Sabl,CHCC220GR CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4289386.0457,-21927.1315,4704652.1034,0.0,ITRF-20 2025-12-28,47.8347098434,-0.2928906757,100.08,0,95.24,15.5,25.1,24.7,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-29
FRSN,Saint_Nabord,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4241856.6155,490713.4196,4722506.4592,0.0,ITRF-20 2025-12-28,48.0711149968,6.5988519083,100.08,0,87.5,15.8,25.8,30.0,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-29
FRSU,Sautron,CHCC220GR2 CHCD,True,TRIMBLE BD970,True,"5.41,24/APR/2019",True,4334878.1804,-125441.0449,4661408.1440,0.0,ITRF-20 2025-12-28,47.2586144905,-1.6575407660,100.08,0,99.72,26.6,26.3,28.1,1C 2W 5X,1C 2C,1X 5X 7X 8X,2I 7I,2025-12-29
FRSV,Saviere,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4231759.3871,292636.2502,4747327.9178,0.0,ITRF-20 2025-12-28,48.4094866596,3.9558420847,100.08,0,98.53,13.4,23.9,28.1,1C 1X 2W 5X,1C 1P 2C 2P,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-29
FRUN,Ugine,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4430795.5109,498164.8245,4546130.4219,0.0,ITRF-20 2025-12-28,45.7485631253,6.4149600217,100.08,0,95.45,15.4,26.2,28.7,1C 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-29
FRVL,Villevaude,CHCC220GR2 CHCD,True,TRIMBLE BD990,True,"5.61,27/JUN/2023",True,4195287.7250,193706.7510,4784360.7002,0.0,ITRF-20 2025-12-28,48.9137448003,2.6436094710,99.83,0,80.0,16.1,29.7,20.0,1C 1X 2W 5X,1C 2C,1X 5X 6X 7X 8X,2I 6I 7I,2025-12-29
2ANG,2ANG_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,3933117.2548,-346814.4916,4992457.7791,0.0,ITRF-20 2025-12-28,51.8477298276,-5.0391948392,99.87,0,99.35,29.1,34.8,28.6,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-30
2ANN,2ANN_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,4895457.5694,720813.2119,4011029.7268,0.0,ITRF-20 2025-12-28,39.2165164906,8.3761159493,100.08,0,90.91,18.4,18.5,13.9,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-30
2AUC,2AUC_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,3659931.1921,-248164.5035,5200295.7874,0.0,ITRF-20 2025-12-28,54.9815813042,-3.8790477216,99.83,0,99.86,32.1,32.2,29.0,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-30
2BAL,2BAL_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,3653804.1685,-384282.3345,5196557.0011,0.0,ITRF-20 2025-12-28,54.9209545410,-6.0039090919,99.96,0,99.58,22.1,23.8,20.2,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-30
2BAS,2BAS_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,4651582.5043,748834.0589,4285205.7590,0.0,ITRF-20 2025-12-28,42.4789413770,9.1452846738,100.08,0,80.0,22.7,24.5,19.2,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-30
2BIL,2BIL_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4655704.8197,-208434.5097,4340364.7778,0.0,ITRF-20 2025-12-28,43.1557915313,-2.5634031662,99.87,0,99.19,33.9,37.3,27.4,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-30
2CAS,2CAS_MSM7,TWIVC6050 SCIS,True,NOV OEM7700-1.02,True,OM7CR0800RN0000,True,3776797.0409,-511531.8165,5097193.4865,0.0,ITRF-20 2025-12-28,53.3981372132,-7.7132413730,100.04,0,99.39,38.4,33.6,27.6,1C 2S 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 6I 7I,2025-12-30
2CHR,2CHR_MSM7,TWIVC6050 SCIS,False,SEPT ASTERX SB,True,4.8.4,True,3886164.6007,14577.7515,5040600.1940,0.0,ITRF-20 2025-12-28,52.5544993079,0.2149264976,100.08,0,99.27,30.2,33.0,26.2,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-30
2CIU,2CIU_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4947807.3332,-351085.1732,3997171.7500,0.0,ITRF-20 2025-12-28,39.0514363341,-4.0587755533,97.87,0,99.19,32.5,38.6,31.9,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-30
2CLI,2CLI_MSM7,TWIVC6050 SCIS,False,SEPT ASTERX SB,True,4.8.4,True,3786392.7918,-196876.2251,5111733.3589,0.0,ITRF-20 2025-12-28,53.6186573411,-2.9764549876,99.54,0,99.67,38.2,38.6,30.3,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-30
2CUM,2CUM_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,4995889.5887,-572270.7023,3911776.6396,0.0,ITRF-20 2025-12-28,38.0664159409,-6.5346528735,97.17,0,99.01,32.2,35.8,28.2,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-30
2DUN,2DUN_MSM7,TWIVP6050_CONE NONE,True,SEPT ASTERX SB,True,4.8.4,True,3503797.4291,-159473.9626,5309440.6859,0.0,ITRF-20 2025-12-28,56.7279428822,-2.6059963710,99.67,0,99.85,36.6,40.6,33.8,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-30
2FIG,2FIG_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,4719344.3867,769669.2318,4206849.1995,0.0,ITRF-20 2025-12-28,41.5316756623,9.2627157632,100.08,0,98.55,22.1,23.8,19.3,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-30
2GAW,2GAW_MSM7,TWIVC6050 SCIS,True,SEPT ASTERX SB,True,4.8.4,True,3738848.4143,-643731.4808,5110070.3452,0.0,ITRF-20 2025-12-28,53.5927753591,-9.7690490048,100.08,0,98.69,25.7,28.6,23.2,1C 2L 2W 5Q,1C 2C 2P,1C 5Q 7Q 8Q,2I 7I,2025-12-30
